run,pctApp,pctTest,lockdown,schools,compliance,deaths,propInfected,mortality,days,tests,household,relations,friends,school,random,work
1141,20,100,false,true,High,260,38.924087534496834,0.65,312,51026,0.35,0.03,0.19,0.06,0.21,0.16
1105,60,6,false,true,Low,163,30.845026625723946,0.51,399,165950,0.37,0.02,0.18,0.07,0.2,0.15
1099,60,100,false,true,High,157,29.992809111050644,0.51,441,160201,0.37,0.02,0.18,0.08,0.2,0.15
1062,0,3,false,true,Low,255,40.751933766082324,0.61,534,31464,0.34,0.03,0.19,0.06,0.21,0.16
1134,0,100,false,true,Low,244,40.621720371594044,0.58,293,31098,0.35,0.03,0.19,0.06,0.21,0.17
1129,0,0.5,false,true,Low,327,47.61534574571462,0.67,254,12704,0.33,0.03,0.2,0.06,0.22,0.17
1095,60,1,false,true,High,166,31.96058615462355,0.5,458,38184,0.37,0.03,0.19,0.07,0.2,0.15
1104,60,3,false,true,Low,156,33.366696466747,0.45,390,92387,0.37,0.02,0.18,0.07,0.21,0.16
1117,80,1.5,false,true,Low,152,30.338749174019515,0.49,413,58353,0.37,0.03,0.18,0.07,0.2,0.15
1131,0,1.5,false,true,Low,254,40.99486920356046,0.6,299,31713,0.34,0.03,0.19,0.06,0.21,0.17
1118,80,3,false,true,Low,136,29.693512652077587,0.45,385,99267,0.38,0.02,0.18,0.08,0.2,0.15
1132,0,3,false,true,Low,268,41.787810471489095,0.62,296,32229,0.35,0.02,0.19,0.06,0.21,0.17
1149,40,0,false,true,High,349,48.01861857192832,0.71,250,0,0.33,0.03,0.2,0.06,0.22,0.17
1136,20,0.5,false,true,High,265,43.98103160104171,0.59,284,14335,0.34,0.03,0.19,0.06,0.21,0.17
1098,60,6,false,true,High,149,29.77611070082015,0.49,508,160717,0.37,0.02,0.19,0.07,0.2,0.15
1138,20,1.5,false,true,High,222,39.14370116997707,0.55,287,35491,0.35,0.02,0.19,0.06,0.21,0.16
1144,20,1,false,true,Low,247,41.20962413029113,0.58,257,25155,0.35,0.03,0.19,0.06,0.21,0.17
1135,20,0,false,true,High,331,50.02720876899755,0.64,307,0,0.33,0.03,0.2,0.05,0.22,0.17
1108,80,0.5,false,true,High,145,29.03953045438644,0.49,422,27644,0.38,0.02,0.18,0.07,0.2,0.15
1133,0,6,false,true,Low,255,42.329070626190386,0.59,318,32673,0.34,0.02,0.19,0.06,0.21,0.17
1142,20,0,false,true,Low,343,49.82022777626618,0.67,231,0,0.33,0.03,0.2,0.05,0.22,0.17
1114,80,0,false,true,Low,276,42.754693512652075,0.63,409,0,0.34,0.03,0.2,0.06,0.21,0.17
1110,80,1.5,false,true,High,129,26.458584366618727,0.47,491,63729,0.38,0.02,0.18,0.08,0.2,0.14
1143,20,0.5,false,true,Low,265,46.120806934349126,0.56,249,13151,0.34,0.03,0.19,0.06,0.22,0.17
1150,40,0.5,false,true,High,241,42.268822637695806,0.55,286,15086,0.34,0.03,0.19,0.06,0.21,0.16
1116,80,1,false,true,Low,162,32.09079954911183,0.49,428,41478,0.37,0.03,0.18,0.07,0.2,0.15
1111,80,3,false,true,High,127,27.12325572355891,0.46,406,115558,0.38,0.02,0.18,0.08,0.2,0.15
1147,20,6,false,true,Low,218,38.97267462199246,0.54,288,52543,0.35,0.03,0.19,0.06,0.21,0.16
1146,20,3,false,true,Low,197,38.71516305826563,0.49,307,52086,0.35,0.02,0.19,0.06,0.21,0.16
1139,20,3,false,true,High,256,40.60908772884518,0.61,392,53419,0.35,0.03,0.19,0.06,0.21,0.16
1112,80,6,false,true,High,121,24.799821199518014,0.47,498,209696,0.39,0.02,0.17,0.08,0.2,0.14
1145,20,1.5,false,true,Low,262,40.39530454386443,0.63,327,36212,0.35,0.02,0.19,0.06,0.21,0.16
1151,40,1,false,true,High,192,37.04182376491624,0.5,347,31499,0.35,0.03,0.19,0.06,0.21,0.16
1165,60,1,false,true,High,181,32.32207408559101,0.54,295,33873,0.36,0.03,0.18,0.07,0.2,0.16
1137,20,1,false,true,High,225,41.19407626229253,0.53,334,27207,0.35,0.03,0.19,0.06,0.21,0.17
1158,40,1,false,true,Low,248,38.89299179849963,0.62,308,29360,0.35,0.03,0.19,0.06,0.21,0.16
1161,40,6,false,true,Low,219,35.40346717456369,0.6,307,105909,0.36,0.02,0.18,0.07,0.21,0.16
1120,80,100,false,true,Low,94,24.604501107785595,0.37,490,228493,0.38,0.02,0.18,0.08,0.2,0.14
1159,40,1.5,false,true,Low,195,37.83476503284487,0.5,308,43965,0.36,0.02,0.19,0.06,0.21,0.16
1156,40,0,false,true,Low,320,48.54918956738057,0.64,280,0,0.33,0.03,0.2,0.06,0.21,0.17
1160,40,3,false,true,Low,195,35.67847008978894,0.53,315,77358,0.35,0.03,0.19,0.06,0.2,0.17
1164,60,0.5,false,true,High,213,36.96991487542271,0.56,332,17970,0.36,0.03,0.19,0.07,0.21,0.16
1148,20,100,false,true,Low,255,39.6577525556808,0.62,351,53593,0.35,0.03,0.19,0.06,0.21,0.16
1176,60,100,false,true,Low,163,30.310568663272047,0.52,372,172196,0.37,0.02,0.18,0.07,0.2,0.15
1106,60,100,false,true,Low,182,30.339720915769426,0.58,554,173006,0.37,0.03,0.18,0.07,0.2,0.15
1113,80,100,false,true,High,108,25.292494266723676,0.41,591,221930,0.39,0.02,0.17,0.08,0.2,0.14
1170,60,0,false,true,Low,309,46.608621292805225,0.64,304,0,0.34,0.03,0.19,0.06,0.22,0.17
1157,40,0.5,false,true,Low,259,43.56609787382905,0.58,345,15269,0.34,0.03,0.19,0.06,0.21,0.17
1173,60,1.5,false,true,Low,194,34.948692035604616,0.54,331,51147,0.36,0.03,0.19,0.06,0.21,0.16
1162,40,100,false,true,Low,198,35.28102771407471,0.55,365,105572,0.36,0.02,0.19,0.06,0.21,0.16
1154,40,6,false,true,High,178,34.8855288218603,0.5,354,97976,0.36,0.02,0.19,0.07,0.21,0.16
1172,60,1,false,true,Low,204,36.223617211489874,0.55,309,31880,0.36,0.03,0.19,0.07,0.21,0.16
1119,80,6,false,true,Low,128,27.068838185563806,0.46,564,199441,0.38,0.02,0.17,0.08,0.2,0.14
1199,0,0.5,false,true,Low,296,47.2188751117503,0.61,234,12228,0.33,0.03,0.2,0.06,0.22,0.17
1187,80,1.5,false,true,Low,161,31.35421930267812,0.5,351,56576,0.37,0.03,0.18,0.07,0.2,0.15
1152,40,1.5,false,true,High,192,36.782368717689586,0.51,414,43547,0.35,0.03,0.19,0.07,0.21,0.16
1166,60,1.5,false,true,High,174,33.32588331325067,0.51,402,58925,0.37,0.03,0.18,0.07,0.2,0.15
1140,20,6,false,true,High,234,39.624713336183774,0.57,472,52188,0.35,0.03,0.19,0.06,0.21,0.16
1171,60,0.5,false,true,Low,250,39.301123333462904,0.62,343,17498,0.35,0.03,0.19,0.06,0.21,0.16
1188,80,3,false,true,Low,163,29.518599137093325,0.54,351,95928,0.37,0.03,0.18,0.07,0.2,0.15
1203,0,6,false,true,Low,230,41.744082092743035,0.54,279,32534,0.35,0.02,0.19,0.06,0.21,0.17
1184,80,0,false,true,Low,298,43.309558051852136,0.67,318,0,0.34,0.03,0.19,0.06,0.21,0.16
1198,0,0,false,true,Low,380,51.62183698060403,0.72,251,0,0.32,0.03,0.2,0.05,0.22,0.17
1155,40,100,false,true,High,185,34.88067011311074,0.52,404,97915,0.36,0.02,0.18,0.06,0.2,0.16
1186,80,1,false,true,Low,167,32.24044777859836,0.5,359,40373,0.37,0.02,0.19,0.07,0.2,0.15
1178,80,0.5,false,true,High,159,30.197846620282192,0.51,410,24974,0.37,0.03,0.18,0.08,0.2,0.15
1200,0,1,false,true,Low,252,42.32712714269056,0.58,291,23166,0.34,0.03,0.2,0.06,0.21,0.16
1167,60,3,false,true,High,161,32.048042912115676,0.49,411,96426,0.37,0.03,0.19,0.07,0.2,0.15
1153,40,3,false,true,High,225,36.0166362187585,0.61,430,81995,0.36,0.02,0.19,0.06,0.2,0.16
1201,0,1.5,false,true,Low,261,41.15131962529638,0.62,298,31940,0.34,0.03,0.19,0.06,0.21,0.16
1202,0,3,false,true,Low,228,40.90352547906868,0.54,294,31350,0.35,0.02,0.19,0.06,0.21,0.17
1185,80,0.5,false,true,Low,172,33.47844676798694,0.5,375,20969,0.36,0.03,0.19,0.06,0.2,0.16
1189,80,6,false,true,Low,108,25.18074396548373,0.42,383,189011,0.38,0.02,0.18,0.08,0.2,0.15
1207,20,1,false,true,High,213,40.040618805146345,0.52,274,25590,0.35,0.02,0.19,0.06,0.21,0.16
1205,20,0,false,true,High,332,50.087456757492134,0.64,250,0,0.33,0.03,0.2,0.05,0.21,0.17
1174,60,3,false,true,Low,177,33.185952501263266,0.52,427,95762,0.36,0.02,0.18,0.07,0.21,0.16
1204,0,100,false,true,Low,259,41.17950013604384,0.61,284,32485,0.35,0.03,0.2,0.06,0.21,0.16
1177,80,0,false,true,High,240,39.80254207641777,0.59,402,0,0.35,0.03,0.19,0.07,0.21,0.16
1206,20,0.5,false,true,High,287,45.42212461616201,0.61,296,13672,0.34,0.03,0.2,0.05,0.21,0.17
1220,40,0.5,false,true,High,212,40.216504061880514,0.51,280,15954,0.35,0.03,0.19,0.06,0.21,0.16
1208,20,1.5,false,true,High,232,39.91623586115754,0.56,326,35711,0.35,0.03,0.19,0.06,0.21,0.16
1212,20,0,false,true,Low,324,50.66855832393983,0.62,240,0,0.32,0.03,0.2,0.05,0.22,0.18
1211,20,100,false,true,High,236,39.20686438372138,0.58,291,51790,0.35,0.03,0.19,0.06,0.21,0.16
1163,60,0,false,true,High,273,43.87899871730089,0.6,456,0,0.34,0.03,0.2,0.06,0.22,0.16
1175,60,6,false,true,Low,168,30.832393982975088,0.53,445,172499,0.37,0.03,0.19,0.07,0.2,0.15
1214,20,1,false,true,Low,253,42.15027014420647,0.58,262,24939,0.34,0.03,0.2,0.06,0.21,0.17
1223,40,3,false,true,High,191,36.502507093714776,0.51,314,76806,0.36,0.02,0.19,0.07,0.2,0.16
1216,20,3,false,true,Low,239,40.11349943638978,0.58,332,53791,0.35,0.02,0.2,0.06,0.21,0.16
1221,40,1,false,true,High,203,36.24985423873751,0.54,326,30136,0.36,0.02,0.19,0.07,0.21,0.16
1218,20,100,false,true,Low,232,40.366152291367044,0.56,306,53781,0.35,0.02,0.19,0.06,0.21,0.16
1182,80,6,false,true,High,109,24.168189062074863,0.44,516,202113,0.39,0.02,0.17,0.07,0.2,0.14
1169,60,100,false,true,High,135,28.65957943017064,0.46,527,154233,0.37,0.02,0.18,0.07,0.2,0.15
1209,20,3,false,true,High,216,39.77047459867066,0.53,375,52988,0.35,0.02,0.2,0.06,0.21,0.16
1180,80,1.5,false,true,High,140,28.061958253974424,0.48,471,68698,0.38,0.02,0.18,0.07,0.2,0.15
1179,80,1,false,true,High,163,28.609048859175186,0.55,493,53079,0.38,0.03,0.18,0.07,0.2,0.14
1222,40,1.5,false,true,High,223,36.828040579935475,0.59,307,44047,0.36,0.02,0.19,0.06,0.2,0.16
1241,60,0.5,false,true,Low,211,39.73549189567381,0.52,292,16678,0.35,0.03,0.2,0.06,0.21,0.16
1226,40,0,false,true,Low,342,47.894235627939516,0.69,287,0,0.33,0.03,0.2,0.05,0.21,0.17
1215,20,1.5,false,true,Low,208,40.18638006763322,0.5,340,35989,0.35,0.03,0.19,0.06,0.21,0.16
1227,40,0.5,false,true,Low,299,43.38632565009523,0.67,279,15498,0.34,0.03,0.19,0.06,0.21,0.16
1219,40,0,false,true,High,296,47.31021883624208,0.61,318,0,0.33,0.03,0.2,0.06,0.22,0.17
1213,20,0.5,false,true,Low,275,46.24810510358767,0.58,316,13400,0.34,0.03,0.2,0.05,0.21,0.17
1210,20,6,false,true,High,236,39.67135694017958,0.58,416,52474,0.35,0.03,0.19,0.06,0.21,0.16
1230,40,3,false,true,Low,185,36.164340964745215,0.5,339,76956,0.36,0.03,0.19,0.07,0.2,0.16
1168,60,6,false,true,High,157,29.63423640533292,0.51,581,160365,0.37,0.02,0.19,0.07,0.2,0.15
1181,80,3,false,true,High,114,25.934815563415864,0.43,523,116991,0.38,0.02,0.18,0.07,0.2,0.15
1224,40,6,false,true,High,193,35.03420530959692,0.54,327,98781,0.36,0.02,0.19,0.06,0.21,0.16
1233,60,0,false,true,High,275,43.558323939829755,0.61,291,0,0.34,0.03,0.2,0.06,0.22,0.16
1190,80,100,false,true,Low,114,24.950441170754463,0.44,522,232846,0.37,0.02,0.18,0.07,0.2,0.15
1231,40,6,false,true,Low,203,34.97395732110235,0.56,318,102519,0.36,0.02,0.19,0.06,0.21,0.16
1225,40,100,false,true,High,191,35.429704201811326,0.52,377,100550,0.36,0.03,0.19,0.07,0.21,0.16
1217,20,6,false,true,Low,228,39.119407626229254,0.57,386,52894,0.35,0.02,0.19,0.06,0.21,0.17
1232,40,100,false,true,Low,208,35.936953395265675,0.56,347,105415,0.36,0.02,0.19,0.07,0.21,0.16
1228,40,1,false,true,Low,225,37.930967466086216,0.58,351,30527,0.35,0.03,0.19,0.06,0.21,0.16
1247,80,0,false,true,High,250,40.28258250087457,0.6,342,0,0.35,0.03,0.19,0.06,0.21,0.16
1250,80,1.5,false,true,High,171,28.08042134722276,0.59,407,59853,0.37,0.02,0.18,0.08,0.2,0.14
1269,0,0.5,false,true,Low,292,46.94192871302523,0.6,294,12690,0.33,0.03,0.2,0.05,0.21,0.17
1234,60,0.5,false,true,High,188,35.06627278734403,0.52,354,20446,0.36,0.03,0.18,0.07,0.21,0.15
1270,0,1,false,true,Low,247,41.599292572006064,0.58,243,22438,0.34,0.03,0.2,0.06,0.21,0.16
1237,60,3,false,true,High,162,31.095735997201384,0.51,419,96205,0.37,0.02,0.18,0.07,0.2,0.15
1258,80,3,false,true,Low,172,29.509853461344115,0.57,421,106144,0.37,0.03,0.19,0.07,0.2,0.15
1236,60,1.5,false,true,High,184,33.15096979826641,0.54,387,55921,0.37,0.02,0.19,0.06,0.2,0.15
1242,60,1,false,true,Low,198,33.96528938469313,0.57,361,39608,0.36,0.02,0.19,0.06,0.21,0.16
1240,60,0,false,true,Low,295,46.16939402184476,0.62,307,0,0.34,0.03,0.19,0.06,0.22,0.17
1271,0,1.5,false,true,Low,248,41.016247522058535,0.59,264,31342,0.35,0.03,0.19,0.06,0.21,0.16
1238,60,6,false,true,High,139,29.209585260621136,0.46,410,154751,0.37,0.02,0.18,0.07,0.21,0.15
1244,60,3,false,true,Low,168,33.77677148521009,0.48,382,97046,0.36,0.03,0.19,0.07,0.21,0.16
1229,40,1.5,false,true,Low,212,37.95623275158394,0.54,398,42237,0.35,0.03,0.19,0.06,0.21,0.16
1255,80,0.5,false,true,Low,193,33.080032650522796,0.57,393,21776,0.36,0.03,0.19,0.07,0.21,0.16
1276,20,0.5,false,true,High,280,44.95957554320364,0.61,262,14022,0.34,0.03,0.2,0.06,0.21,0.17
1272,0,3,false,true,Low,264,42.108485248960235,0.61,282,32923,0.34,0.03,0.2,0.06,0.21,0.16
1243,60,1.5,false,true,Low,189,34.50071908889494,0.53,374,50721,0.37,0.02,0.19,0.07,0.21,0.15
1254,80,0,false,true,Low,274,42.950013604384495,0.62,327,0,0.34,0.03,0.2,0.06,0.21,0.16
1278,20,1.5,false,true,High,250,39.92303805340693,0.61,298,35419,0.35,0.03,0.2,0.06,0.21,0.16
1235,60,1,false,true,High,177,33.286041901504255,0.52,461,39275,0.36,0.02,0.18,0.07,0.21,0.16
1273,0,6,false,true,Low,239,41.928713025226415,0.55,311,32090,0.34,0.03,0.19,0.06,0.21,0.16
1256,80,1,false,true,Low,154,31.9800209896218,0.47,346,39642,0.37,0.02,0.19,0.07,0.2,0.15
1249,80,1,false,true,High,123,28.48466591518638,0.42,427,47288,0.38,0.02,0.18,0.07,0.2,0.15
1277,20,1,false,true,High,238,40.475959109107166,0.57,279,24958,0.35,0.03,0.19,0.06,0.21,0.17
1245,60,6,false,true,Low,173,31.3911454891748,0.54,473,168430,0.37,0.02,0.18,0.07,0.2,0.15
1275,20,0,false,true,High,335,50.261398530726474,0.65,279,0,0.32,0.03,0.2,0.06,0.22,0.17
1280,20,6,false,true,High,246,39.693707000427565,0.6,283,51791,0.35,0.03,0.19,0.06,0.21,0.16
1281,20,100,false,true,High,235,39.58681540793719,0.58,294,51792,0.35,0.03,0.19,0.06,0.21,0.16
1259,80,6,false,true,Low,122,26.32837097213045,0.45,385,196920,0.38,0.02,0.17,0.08,0.2,0.14
1239,60,100,false,true,High,160,29.190150425622885,0.53,463,156930,0.37,0.02,0.18,0.07,0.21,0.15
1282,20,0,false,true,Low,360,51.27200995063552,0.68,261,0,0.32,0.03,0.2,0.05,0.22,0.18
1274,0,100,false,true,Low,248,41.132856532048045,0.59,311,31852,0.34,0.03,0.2,0.06,0.21,0.16
1298,40,1,false,true,Low,223,39.786994208419166,0.54,291,29162,0.35,0.03,0.19,0.06,0.21,0.16
1283,20,0.5,false,true,Low,301,46.807828351537296,0.62,263,12696,0.33,0.03,0.2,0.05,0.22,0.17
1284,20,1,false,true,Low,243,41.18047187779376,0.57,295,24618,0.35,0.03,0.19,0.06,0.21,0.17
1293,40,3,false,true,High,186,34.954522486104096,0.52,337,76898,0.36,0.03,0.19,0.06,0.21,0.16
1248,80,0.5,false,true,High,149,29.773195475570414,0.49,490,26957,0.37,0.03,0.18,0.07,0.2,0.14
1268,0,0,false,true,Low,343,50.81140436117697,0.66,319,0,0.32,0.03,0.2,0.05,0.22,0.18
1297,40,0.5,false,true,Low,270,43.22404477785984,0.61,310,15089,0.34,0.03,0.2,0.06,0.21,0.17
1279,20,3,false,true,High,215,38.76180666226144,0.54,377,50963,0.35,0.02,0.19,0.06,0.21,0.16
1285,20,1.5,false,true,Low,208,39.93372721265597,0.51,354,36080,0.35,0.02,0.2,0.06,0.21,0.16
1286,20,3,false,true,Low,239,38.7744393050103,0.6,295,51670,0.35,0.03,0.2,0.06,0.21,0.16
1289,40,0,false,true,High,352,48.8766665371011,0.7,304,0,0.33,0.03,0.2,0.06,0.21,0.17
1183,80,100,false,true,High,101,23.20810821316127,0.42,809,197756,0.39,0.02,0.17,0.08,0.2,0.14
1299,40,1.5,false,true,Low,208,37.875578186341194,0.53,331,42698,0.35,0.03,0.19,0.06,0.21,0.16
1257,80,1.5,false,true,Low,148,31.111283865199983,0.46,482,59484,0.37,0.03,0.19,0.07,0.2,0.15
1287,20,6,false,true,Low,233,40.12321685388891,0.56,347,54307,0.35,0.03,0.19,0.06,0.21,0.16
1300,40,3,false,true,Low,220,36.83387103043495,0.58,327,77391,0.35,0.02,0.19,0.06,0.21,0.16
1288,20,100,false,true,Low,224,38.95615501224395,0.56,343,51492,0.35,0.03,0.2,0.06,0.21,0.16
1294,40,6,false,true,High,176,34.783495938119486,0.49,343,98333,0.36,0.02,0.18,0.06,0.21,0.16
1311,60,0.5,false,true,Low,255,39.26128192171648,0.63,267,16420,0.35,0.03,0.2,0.06,0.21,0.16
1306,60,1.5,false,true,High,200,32.15979321335562,0.6,328,49362,0.36,0.03,0.18,0.06,0.21,0.15
1291,40,1,false,true,High,257,36.58413340070743,0.68,341,31696,0.35,0.03,0.19,0.06,0.21,0.16
1301,40,6,false,true,Low,194,35.38791930656509,0.53,338,106343,0.36,0.03,0.19,0.06,0.2,0.16
1295,40,100,false,true,High,200,34.870952695611614,0.56,388,99767,0.36,0.03,0.19,0.07,0.2,0.16
1290,40,0.5,false,true,High,250,41.27375908578536,0.59,324,15798,0.35,0.03,0.19,0.06,0.21,0.16
1303,60,0,false,true,High,284,43.00637462587943,0.64,302,0,0.34,0.03,0.2,0.06,0.21,0.16
1305,60,1,false,true,High,161,31.61367434990477,0.49,353,34735,0.36,0.02,0.19,0.07,0.2,0.15
1260,80,100,false,true,Low,127,25.74143895518327,0.48,542,236933,0.38,0.02,0.18,0.07,0.2,0.15
1304,60,0.5,false,true,High,210,35.221751467330044,0.58,356,18858,0.36,0.02,0.19,0.07,0.21,0.16
1310,60,0,false,true,Low,311,46.28017258133478,0.65,288,0,0.34,0.03,0.2,0.06,0.22,0.17
1253,80,100,false,true,High,84,24.864927896762158,0.33,524,219352,0.39,0.02,0.17,0.07,0.2,0.14
1246,60,100,false,true,Low,157,30.829478757725347,0.49,552,176086,0.37,0.02,0.18,0.07,0.2,0.15
1316,60,100,false,true,Low,156,31.02091188245812,0.49,389,173257,0.37,0.02,0.18,0.07,0.2,0.15
1338,0,0,false,true,Low,384,51.462471333618375,0.73,238,0,0.32,0.03,0.21,0.05,0.22,0.17
1326,80,1,false,true,Low,192,31.914914292377656,0.58,353,39078,0.37,0.03,0.18,0.07,0.2,0.15
1314,60,3,false,true,Low,192,33.171376375014574,0.56,338,98316,0.36,0.03,0.19,0.07,0.2,0.15
1312,60,1,false,true,Low,244,35.58032417304777,0.67,353,33790,0.36,0.03,0.19,0.06,0.21,0.16
1292,40,1.5,false,true,High,229,36.59579430170638,0.61,448,44483,0.36,0.02,0.19,0.06,0.21,0.16
1296,40,0,false,true,Low,313,48.368445601896845,0.63,351,0,0.33,0.03,0.2,0.06,0.21,0.17
1325,80,0.5,false,true,Low,189,33.72915613946438,0.54,295,18680,0.37,0.02,0.19,0.07,0.21,0.15
1252,80,6,false,true,High,113,24.582151047537607,0.45,621,213934,0.39,0.02,0.17,0.08,0.2,0.14
1302,40,100,false,true,Low,170,35.189683989582925,0.47,389,106193,0.35,0.03,0.19,0.06,0.21,0.16
1313,60,1.5,false,true,Low,174,34.14700509192677,0.5,415,49721,0.37,0.03,0.19,0.07,0.2,0.15
1319,80,1,false,true,High,165,28.47689198118708,0.56,388,45547,0.37,0.02,0.18,0.08,0.21,0.14
1339,0,0.5,false,true,Low,290,47.74750262370272,0.59,270,12332,0.33,0.03,0.2,0.05,0.21,0.17
1315,60,6,false,true,Low,138,30.764372060481204,0.44,384,157666,0.37,0.02,0.18,0.07,0.2,0.15
1307,60,3,false,true,High,184,31.64088311890232,0.57,408,94931,0.36,0.02,0.19,0.07,0.21,0.15
1318,80,0.5,false,true,High,161,28.84421036265402,0.54,399,23967,0.37,0.02,0.18,0.07,0.2,0.15
1251,80,3,false,true,High,135,27.130057915808294,0.48,645,136682,0.38,0.02,0.18,0.08,0.2,0.14
1327,80,1.5,false,true,Low,149,31.78372915613946,0.46,358,57080,0.37,0.02,0.18,0.07,0.2,0.16
1353,20,0.5,false,true,Low,296,46.25393555408714,0.62,270,13100,0.33,0.03,0.2,0.06,0.22,0.17
1317,80,0,false,true,High,238,40.10378201889066,0.58,376,0,0.35,0.03,0.19,0.06,0.2,0.16
1342,0,3,false,true,Low,254,41.01527578030863,0.6,278,31724,0.34,0.03,0.19,0.06,0.22,0.17
1354,20,1,false,true,Low,233,41.3077700470323,0.55,291,25775,0.34,0.03,0.2,0.06,0.21,0.17
1321,80,3,false,true,High,134,26.625723947603685,0.49,388,116410,0.38,0.03,0.18,0.08,0.2,0.14
1341,0,1.5,false,true,Low,256,41.449644342519534,0.6,290,32223,0.35,0.03,0.19,0.06,0.21,0.17
1349,20,3,false,true,High,233,39.058187895984766,0.58,273,51647,0.35,0.02,0.19,0.06,0.21,0.16
1340,0,1,false,true,Low,266,43.98491856804136,0.59,323,22371,0.34,0.03,0.2,0.06,0.21,0.17
1345,20,0,false,true,High,357,50.3099856182221,0.69,244,0,0.33,0.03,0.21,0.05,0.22,0.17
1346,20,0.5,false,true,High,251,44.90710148870836,0.54,293,14300,0.34,0.03,0.2,0.06,0.21,0.16
1357,20,6,false,true,Low,257,39.96287946515334,0.62,292,53818,0.34,0.03,0.19,0.06,0.21,0.17
1356,20,3,false,true,Low,243,39.58098495743771,0.6,303,54464,0.35,0.03,0.2,0.06,0.21,0.16
1350,20,6,false,true,High,226,38.92311579274692,0.56,306,51121,0.35,0.02,0.19,0.06,0.21,0.16
1360,40,0.5,false,true,High,242,41.40591596377347,0.57,280,15968,0.35,0.03,0.19,0.06,0.21,0.16
1322,80,6,false,true,High,106,25.39258366696467,0.41,505,199362,0.38,0.02,0.18,0.08,0.2,0.14
1351,20,100,false,true,High,205,39.52948264469235,0.5,330,52178,0.35,0.03,0.19,0.06,0.21,0.16
1323,80,100,false,true,High,110,24.252730594317253,0.44,456,203915,0.38,0.02,0.18,0.08,0.2,0.14
1343,0,6,false,true,Low,268,41.486570529016205,0.63,310,32234,0.34,0.03,0.2,0.06,0.21,0.17
1309,60,100,false,true,High,166,30.891670229719747,0.52,536,167012,0.37,0.02,0.18,0.07,0.21,0.15
1366,40,0,false,true,Low,276,48.92428188284681,0.55,283,0,0.33,0.03,0.2,0.06,0.22,0.17
1320,80,1.5,false,true,High,136,27.91522524973763,0.47,428,67749,0.38,0.02,0.18,0.07,0.2,0.15
1352,20,0,false,true,Low,311,50.123411202238884,0.6,271,0,0.32,0.03,0.2,0.05,0.22,0.17
1362,40,1.5,false,true,High,212,37.1866132856532,0.55,337,44962,0.35,0.03,0.19,0.06,0.21,0.16
1324,80,0,false,true,Low,287,42.472888405177436,0.66,411,0,0.34,0.03,0.19,0.06,0.21,0.16
1328,80,3,false,true,Low,152,29.770280250320674,0.5,445,109595,0.37,0.02,0.18,0.07,0.21,0.15
1348,20,1.5,false,true,High,213,39.017374742488435,0.53,369,36502,0.35,0.02,0.19,0.06,0.21,0.16
1365,40,100,false,true,High,164,34.67466086212928,0.46,319,97886,0.36,0.03,0.19,0.06,0.21,0.16
1370,40,3,false,true,Low,213,36.866910249931976,0.56,328,77240,0.36,0.02,0.19,0.06,0.21,0.16
1355,20,1.5,false,true,Low,200,40.05422318964512,0.49,343,37237,0.35,0.03,0.2,0.06,0.21,0.16
1347,20,1,false,true,High,246,40.56438760834921,0.59,367,26018,0.35,0.03,0.19,0.06,0.21,0.17
1361,40,1,false,true,High,192,36.73572511369378,0.51,340,32096,0.36,0.02,0.19,0.06,0.21,0.16
1308,60,6,false,true,High,168,29.922843705056945,0.55,560,161434,0.37,0.02,0.18,0.07,0.21,0.15
1381,60,0.5,false,true,Low,244,39.18548606522331,0.61,280,16438,0.35,0.03,0.19,0.06,0.21,0.16
1368,40,1,false,true,Low,223,39.006685583239395,0.56,304,30768,0.35,0.02,0.19,0.06,0.21,0.16
1344,0,100,false,true,Low,250,41.8655498114821,0.58,364,32442,0.35,0.03,0.2,0.06,0.21,0.16
1367,40,0.5,false,true,Low,273,43.459206281338666,0.61,316,15412,0.34,0.03,0.2,0.06,0.21,0.17
1358,20,100,false,true,Low,208,39.453686788199164,0.51,350,52799,0.35,0.03,0.19,0.06,0.21,0.16
1377,60,3,false,true,High,184,32.01500369261865,0.56,343,94179,0.37,0.02,0.18,0.07,0.21,0.15
1363,40,3,false,true,High,210,35.11291639133984,0.58,364,78858,0.36,0.03,0.19,0.06,0.2,0.16
1329,80,6,false,true,Low,162,27.019279356318265,0.58,520,218149,0.38,0.02,0.17,0.08,0.2,0.15
1330,80,100,false,true,Low,124,24.12931939207836,0.5,495,223763,0.38,0.02,0.17,0.08,0.21,0.14
1389,80,1,false,true,High,137,27.977416721732034,0.48,362,40806,0.37,0.02,0.18,0.07,0.21,0.15
1373,60,0,false,true,High,273,44.22396703851984,0.6,345,0,0.34,0.03,0.2,0.06,0.21,0.16
1374,60,0.5,false,true,High,228,37.14580013215688,0.6,373,18990,0.36,0.02,0.19,0.07,0.2,0.16
1364,40,6,false,true,High,191,34.78058071286975,0.53,375,98644,0.36,0.02,0.19,0.06,0.21,0.16
1369,40,1.5,false,true,Low,228,37.94457185058499,0.58,398,42904,0.35,0.03,0.19,0.06,0.21,0.16
1383,60,1.5,false,true,Low,190,34.89816146460917,0.53,341,51605,0.36,0.02,0.19,0.07,0.21,0.16
1359,40,0,false,true,High,284,46.20826369184125,0.6,387,0,0.34,0.03,0.2,0.06,0.22,0.17
